ProdutoID,DataRef,QtdEstoque
PROD000031,2023-07-31,608
PROD000032,2023-07-31,726
PROD000033,2023-07-31,733
PROD000034,2023-07-31,458
PROD000035,2023-07-31,422
PROD000036,2023-07-31,427
PROD000037,2023-07-31,130
PROD000038,2023-07-31,771
PROD000039,2023-07-31,731
PROD000040,2023-07-31,125
PROD000041,2023-07-31,705
PROD000042,2023-07-31,636
PROD000043,2023-07-31,748
PROD000044,2023-07-31,775
PROD000045,2023-07-31,355
PROD000046,2023-07-31,132
PROD000047,2023-07-31,375
PROD000048,2023-07-31,248
PROD000049,2023-07-31,395
PROD000050,2023-07-31,169
PROD000051,2023-07-31,232
PROD000052,2023-07-31,200
PROD000053,2023-07-31,781
PROD000054,2023-07-31,62
PROD000055,2023-07-31,698
PROD000056,2023-07-31,246
PROD000057,2023-07-31,378
PROD000058,2023-07-31,545
PROD000059,2023-07-31,802
PROD000060,2023-07-31,457
PROD000061,2023-07-31,482
PROD000062,2023-07-31,751
PROD000063,2023-07-31,277
PROD000064,2023-07-31,719
PROD000065,2023-07-31,740
PROD000066,2023-07-31,66
PROD000067,2023-07-31,779
PROD000068,2023-07-31,463
PROD000069,2023-07-31,86
PROD000070,2023-07-31,730
PROD000071,2023-07-31,767
PROD000072,2023-07-31,484
PROD000073,2023-07-31,833
PROD000074,2023-07-31,576
PROD000075,2023-07-31,381
PROD000076,2023-07-31,620
PROD000077,2023-07-31,778
PROD000078,2023-07-31,531
PROD000079,2023-07-31,512
PROD000080,2023-07-31,752
PROD000081,2023-07-31,862
PROD000082,2023-07-31,555
PROD000083,2023-07-31,276
PROD000084,2023-07-31,673
PROD000085,2023-07-31,350
PROD000086,2023-07-31,699
PROD000087,2023-07-31,67
PROD000088,2023-07-31,680
PROD000089,2023-07-31,16
PROD000090,2023-07-31,133
PROD000091,2023-07-31,610
PROD000092,2023-07-31,697
PROD000093,2023-07-31,503
PROD000094,2023-07-31,344
PROD000095,2023-07-31,552
PROD000096,2023-07-31,427
PROD000097,2023-07-31,720
PROD000098,2023-07-31,786
PROD000099,2023-07-31,132
PROD000100,2023-07-31,341
PROD000101,2023-07-31,543
PROD000102,2023-07-31,589
PROD000103,2023-07-31,216
PROD000104,2023-07-31,786
PROD000105,2023-07-31,733
PROD000106,2023-07-31,432
PROD000107,2023-07-31,395
PROD000108,2023-07-31,63
PROD000109,2023-07-31,776
PROD000110,2023-07-31,80
PROD000111,2023-07-31,736
PROD000112,2023-07-31,59
PROD000113,2023-07-31,246
PROD000114,2023-07-31,538
PROD000115,2023-07-31,29
PROD000116,2023-07-31,679
PROD000117,2023-07-31,783
PROD000118,2023-07-31,561
PROD000119,2023-07-31,287
PROD000120,2023-07-31,566
PROD000121,2023-07-31,358
PROD000122,2023-07-31,162
PROD000123,2023-07-31,225
PROD000124,2023-07-31,760
PROD000125,2023-07-31,126
PROD000126,2023-07-31,546
PROD000127,2023-07-31,319
PROD000128,2023-07-31,638
PROD000129,2023-07-31,326
PROD000130,2023-07-31,504
PROD000131,2023-07-31,181
PROD000132,2023-07-31,262
PROD000133,2023-07-31,800
PROD000134,2023-07-31,211
PROD000135,2023-07-31,819
PROD000136,2023-07-31,622
PROD000137,2023-07-31,552
PROD000138,2023-07-31,404
PROD000139,2023-07-31,692
PROD000140,2023-07-31,137
PROD000141,2023-07-31,650
PROD000142,2023-07-31,529
PROD000143,2023-07-31,443
PROD000144,2023-07-31,324
PROD000145,2023-07-31,599
PROD000146,2023-07-31,185
PROD000147,2023-07-31,91
PROD000148,2023-07-31,549
PROD000149,2023-07-31,621
PROD000150,2023-07-31,354
PROD000001,2023-08-31,491
PROD000002,2023-08-31,666
PROD000003,2023-08-31,26
PROD000004,2023-08-31,91
PROD000005,2023-08-31,296
PROD000006,2023-08-31,614
PROD000007,2023-08-31,593
PROD000008,2023-08-31,432
PROD000009,2023-08-31,54
PROD000010,2023-08-31,229
PROD000011,2023-08-31,701
PROD000012,2023-08-31,148
PROD000013,2023-08-31,330
PROD000014,2023-08-31,459
PROD000015,2023-08-31,107
PROD000016,2023-08-31,350
PROD000017,2023-08-31,845
PROD000018,2023-08-31,189
PROD000019,2023-08-31,601
PROD000020,2023-08-31,492
PROD000021,2023-08-31,751
PROD000022,2023-08-31,164
PROD000023,2023-08-31,669
PROD000024,2023-08-31,360
PROD000025,2023-08-31,607
PROD000026,2023-08-31,123
PROD000027,2023-08-31,222
PROD000028,2023-08-31,451
PROD000029,2023-08-31,201
PROD000030,2023-08-31,457
PROD000031,2023-08-31,650
PROD000032,2023-08-31,646
PROD000033,2023-08-31,733
PROD000034,2023-08-31,648
PROD000035,2023-08-31,362
PROD000036,2023-08-31,300
PROD000037,2023-08-31,302
PROD000038,2023-08-31,953
PROD000039,2023-08-31,605
PROD000040,2023-08-31,178
PROD000041,2023-08-31,843
PROD000042,2023-08-31,783
PROD000043,2023-08-31,671
PROD000044,2023-08-31,843
PROD000045,2023-08-31,453
PROD000046,2023-08-31,132
PROD000047,2023-08-31,323
PROD000048,2023-08-31,243
PROD000049,2023-08-31,391
PROD000050,2023-08-31,224
PROD000051,2023-08-31,48
PROD000052,2023-08-31,239
PROD000053,2023-08-31,948
PROD000054,2023-08-31,142
PROD000055,2023-08-31,563
PROD000056,2023-08-31,248
PROD000057,2023-08-31,381
PROD000058,2023-08-31,387
PROD000059,2023-08-31,714
PROD000060,2023-08-31,492
PROD000061,2023-08-31,557
PROD000062,2023-08-31,821
PROD000063,2023-08-31,330
PROD000064,2023-08-31,692
PROD000065,2023-08-31,737
PROD000066,2023-08-31,62
PROD000067,2023-08-31,821
PROD000068,2023-08-31,523
PROD000069,2023-08-31,36
PROD000070,2023-08-31,727
PROD000071,2023-08-31,897
PROD000072,2023-08-31,613
PROD000073,2023-08-31,743
PROD000074,2023-08-31,573
PROD000075,2023-08-31,341
PROD000076,2023-08-31,622
PROD000077,2023-08-31,776
PROD000078,2023-08-31,346
PROD000079,2023-08-31,515
PROD000080,2023-08-31,754
PROD000081,2023-08-31,763
PROD000082,2023-08-31,621
PROD000083,2023-08-31,178
PROD000084,2023-08-31,669
PROD000085,2023-08-31,384
PROD000086,2023-08-31,698
PROD000087,2023-08-31,66
PROD000088,2023-08-31,814
PROD000089,2023-08-31,15
PROD000090,2023-08-31,134
PROD000091,2023-08-31,608
PROD000092,2023-08-31,694
PROD000093,2023-08-31,608
PROD000094,2023-08-31,165
PROD000095,2023-08-31,671
PROD000096,2023-08-31,424
PROD000097,2023-08-31,720
PROD000098,2023-08-31,782
PROD000099,2023-08-31,286
PROD000100,2023-08-31,345
PROD000101,2023-08-31,370
PROD000102,2023-08-31,591
PROD000103,2023-08-31,403
PROD000104,2023-08-31,792
PROD000105,2023-08-31,607
PROD000106,2023-08-31,616
PROD000107,2023-08-31,271
PROD000108,2023-08-31,61
PROD000109,2023-08-31,769
PROD000110,2023-08-31,81
PROD000111,2023-08-31,586
PROD000112,2023-08-31,63
PROD000113,2023-08-31,297
PROD000114,2023-08-31,426
PROD000115,2023-08-31,24
PROD000116,2023-08-31,855
PROD000117,2023-08-31,782
PROD000118,2023-08-31,560
PROD000119,2023-08-31,286
PROD000120,2023-08-31,518
PROD000121,2023-08-31,519
PROD000122,2023-08-31,287
PROD000123,2023-08-31,379
PROD000124,2023-08-31,735
PROD000125,2023-08-31,124
PROD000126,2023-08-31,715
PROD000127,2023-08-31,435
PROD000128,2023-08-31,452
PROD000129,2023-08-31,224
PROD000130,2023-08-31,508
PROD000131,2023-08-31,274
PROD000132,2023-08-31,204
PROD000133,2023-08-31,625
PROD000134,2023-08-31,208
PROD000135,2023-08-31,773
PROD000136,2023-08-31,621
PROD000137,2023-08-31,683
PROD000138,2023-08-31,410
PROD000139,2023-08-31,698
PROD000140,2023-08-31,137
PROD000141,2023-08-31,798
PROD000142,2023-08-31,525
PROD000143,2023-08-31,438
PROD000144,2023-08-31,322
PROD000145,2023-08-31,596
PROD000146,2023-08-31,185
PROD000147,2023-08-31,88
PROD000148,2023-08-31,543
PROD000149,2023-08-31,621
PROD000150,2023-08-31,354
PROD000001,2023-09-30,537
PROD000002,2023-09-30,659
PROD000003,2023-09-30,35
PROD000004,2023-09-30,85
PROD000005,2023-09-30,300
PROD000006,2023-09-30,608
PROD000007,2023-09-30,601
PROD000008,2023-09-30,437
PROD000009,2023-09-30,56
PROD000010,2023-09-30,223
PROD000011,2023-09-30,768
PROD000012,2023-09-30,146
PROD000013,2023-09-30,375
PROD000014,2023-09-30,457
PROD000015,2023-09-30,108
PROD000016,2023-09-30,352
PROD000017,2023-09-30,678
PROD000018,2023-09-30,191
PROD000019,2023-09-30,646
PROD000020,2023-09-30,459
PROD000021,2023-09-30,813
PROD000022,2023-09-30,164
PROD000023,2023-09-30,760
PROD000024,2023-09-30,352
PROD000025,2023-09-30,609
PROD000026,2023-09-30,120
PROD000027,2023-09-30,224
PROD000028,2023-09-30,456
PROD000029,2023-09-30,198
PROD000030,2023-09-30,510
PROD000031,2023-09-30,614
PROD000032,2023-09-30,651
PROD000033,2023-09-30,728
PROD000034,2023-09-30,456
PROD000035,2023-09-30,439
PROD000036,2023-09-30,299
PROD000037,2023-09-30,168
PROD000038,2023-09-30,773
PROD000039,2023-09-30,610
PROD000040,2023-09-30,124
PROD000041,2023-09-30,699
PROD000042,2023-09-30,639
PROD000043,2023-09-30,672
PROD000044,2023-09-30,771
PROD000045,2023-09-30,357
PROD000046,2023-09-30,131
PROD000047,2023-09-30,352
PROD000048,2023-09-30,410
PROD000049,2023-09-30,395
PROD000050,2023-09-30,163
PROD000051,2023-09-30,54
PROD000052,2023-09-30,193
PROD000053,2023-09-30,775
PROD000054,2023-09-30,64
PROD000055,2023-09-30,566
PROD000056,2023-09-30,242
PROD000057,2023-09-30,378
PROD000058,2023-09-30,389
PROD000059,2023-09-30,718
PROD000060,2023-09-30,453
PROD000061,2023-09-30,659
PROD000062,2023-09-30,669
PROD000063,2023-09-30,272
PROD000064,2023-09-30,552
PROD000065,2023-09-30,739
PROD000066,2023-09-30,65
PROD000067,2023-09-30,631
PROD000068,2023-09-30,454
PROD000069,2023-09-30,33
PROD000070,2023-09-30,871
PROD000071,2023-09-30,772
PROD000072,2023-09-30,479
PROD000073,2023-09-30,745
PROD000074,2023-09-30,576
PROD000075,2023-09-30,380
PROD000076,2023-09-30,741
PROD000077,2023-09-30,775
PROD000078,2023-09-30,344
PROD000079,2023-09-30,514
PROD000080,2023-09-30,753
PROD000081,2023-09-30,756
PROD000082,2023-09-30,551
PROD000083,2023-09-30,175
PROD000084,2023-09-30,740
PROD000085,2023-09-30,487
PROD000086,2023-09-30,699
PROD000087,2023-09-30,64
PROD000088,2023-09-30,676
PROD000089,2023-09-30,13
PROD000090,2023-09-30,133
PROD000091,2023-09-30,609
PROD000092,2023-09-30,801
PROD000093,2023-09-30,497
PROD000094,2023-09-30,162
PROD000095,2023-09-30,551
PROD000096,2023-09-30,428
PROD000097,2023-09-30,722
PROD000098,2023-09-30,782
PROD000099,2023-09-30,331
PROD000100,2023-09-30,338
PROD000101,2023-09-30,374
PROD000102,2023-09-30,592
PROD000103,2023-09-30,214
PROD000104,2023-09-30,782
PROD000105,2023-09-30,622
PROD000106,2023-09-30,430
PROD000107,2023-09-30,269
PROD000108,2023-09-30,61
PROD000109,2023-09-30,774
PROD000110,2023-09-30,76
PROD000111,2023-09-30,750
PROD000112,2023-09-30,63
PROD000113,2023-09-30,248
PROD000114,2023-09-30,427
PROD000115,2023-09-30,19
PROD000116,2023-09-30,678
PROD000117,2023-09-30,849
PROD000118,2023-09-30,567
PROD000119,2023-09-30,283
PROD000120,2023-09-30,638
PROD000121,2023-09-30,550
PROD000122,2023-09-30,158
PROD000123,2023-09-30,227
PROD000124,2023-09-30,886
PROD000125,2023-09-30,212
PROD000126,2023-09-30,541
PROD000127,2023-09-30,317
PROD000128,2023-09-30,453
PROD000129,2023-09-30,223
PROD000130,2023-09-30,502
PROD000131,2023-09-30,179
PROD000132,2023-09-30,94
PROD000133,2023-09-30,624
PROD000134,2023-09-30,212
PROD000135,2023-09-30,770
PROD000136,2023-09-30,622
PROD000137,2023-09-30,556
PROD000138,2023-09-30,584
PROD000139,2023-09-30,689
PROD000140,2023-09-30,238
PROD000141,2023-09-30,655
PROD000142,2023-09-30,711
PROD000143,2023-09-30,437
PROD000144,2023-09-30,459
PROD000145,2023-09-30,593
PROD000146,2023-09-30,187
PROD000147,2023-09-30,85
PROD000148,2023-09-30,543
PROD000149,2023-09-30,791
PROD000150,2023-09-30,356
PROD000001,2023-10-31,495
PROD000002,2023-10-31,666
PROD000003,2023-10-31,25
PROD000004,2023-10-31,92
PROD000005,2023-10-31,300
PROD000006,2023-10-31,694
PROD000007,2023-10-31,702
PROD000008,2023-10-31,434
PROD000009,2023-10-31,116
PROD000010,2023-10-31,28
PROD000011,2023-10-31,703
PROD000012,2023-10-31,324
PROD000013,2023-10-31,215
PROD000014,2023-10-31,458
PROD000015,2023-10-31,276
PROD000016,2023-10-31,345
PROD000017,2023-10-31,681
PROD000018,2023-10-31,195
PROD000019,2023-10-31,593
PROD000020,2023-10-31,388
PROD000021,2023-10-31,631
PROD000022,2023-10-31,242
PROD000023,2023-10-31,663
PROD000024,2023-10-31,351
PROD000025,2023-10-31,792
PROD000026,2023-10-31,299
PROD000027,2023-10-31,223
PROD000028,2023-10-31,457
PROD000029,2023-10-31,196
PROD000030,2023-10-31,453
PROD000031,2023-10-31,612
PROD000032,2023-10-31,650
PROD000033,2023-10-31,722
PROD000034,2023-10-31,457
PROD000035,2023-10-31,427
PROD000036,2023-10-31,342
PROD000037,2023-10-31,119
PROD000038,2023-10-31,766
PROD000039,2023-10-31,601
PROD000040,2023-10-31,123
PROD000041,2023-10-31,821
PROD000042,2023-10-31,634
PROD000043,2023-10-31,676
PROD000044,2023-10-31,776
PROD000045,2023-10-31,357
PROD000046,2023-10-31,131
PROD000047,2023-10-31,266
PROD000048,2023-10-31,338
PROD000049,2023-10-31,392
PROD000050,2023-10-31,324
PROD000051,2023-10-31,52
PROD000052,2023-10-31,283
PROD000053,2023-10-31,775
PROD000054,2023-10-31,65
PROD000055,2023-10-31,557
PROD000056,2023-10-31,250
PROD000057,2023-10-31,378
PROD000058,2023-10-31,383
PROD000059,2023-10-31,710
PROD000060,2023-10-31,591
PROD000061,2023-10-31,483
PROD000062,2023-10-31,770
PROD000063,2023-10-31,273
PROD000064,2023-10-31,557
PROD000065,2023-10-31,738
PROD000066,2023-10-31,55
PROD000067,2023-10-31,631
PROD000068,2023-10-31,463
PROD000069,2023-10-31,35
PROD000070,2023-10-31,795
PROD000071,2023-10-31,820
PROD000072,2023-10-31,484
PROD000073,2023-10-31,937
PROD000074,2023-10-31,576
PROD000075,2023-10-31,344
PROD000076,2023-10-31,626
PROD000077,2023-10-31,771
PROD000078,2023-10-31,416
PROD000079,2023-10-31,508
PROD000080,2023-10-31,753
PROD000081,2023-10-31,756
PROD000082,2023-10-31,555
PROD000083,2023-10-31,180
PROD000084,2023-10-31,673
PROD000085,2023-10-31,349
PROD000086,2023-10-31,700
PROD000087,2023-10-31,59
PROD000088,2023-10-31,677
PROD000089,2023-10-31,192
PROD000090,2023-10-31,134
PROD000091,2023-10-31,609
PROD000092,2023-10-31,699
PROD000093,2023-10-31,649
PROD000094,2023-10-31,161
PROD000095,2023-10-31,548
PROD000096,2023-10-31,432
PROD000097,2023-10-31,809
PROD000098,2023-10-31,778
PROD000099,2023-10-31,131
PROD000100,2023-10-31,341
PROD000101,2023-10-31,376
PROD000102,2023-10-31,592
PROD000103,2023-10-31,211
PROD000104,2023-10-31,789
PROD000105,2023-10-31,561
PROD000106,2023-10-31,425
PROD000107,2023-10-31,311
PROD000108,2023-10-31,209
PROD000109,2023-10-31,772
PROD000110,2023-10-31,81
PROD000111,2023-10-31,587
PROD000112,2023-10-31,54
PROD000113,2023-10-31,319
PROD000114,2023-10-31,618
PROD000115,2023-10-31,23
PROD000116,2023-10-31,676
PROD000117,2023-10-31,781
PROD000118,2023-10-31,556
PROD000119,2023-10-31,287
PROD000120,2023-10-31,519
PROD000121,2023-10-31,351
PROD000122,2023-10-31,157
PROD000123,2023-10-31,222
PROD000124,2023-10-31,790
PROD000125,2023-10-31,127
PROD000126,2023-10-31,551
PROD000127,2023-10-31,323
PROD000128,2023-10-31,456
PROD000129,2023-10-31,225
PROD000130,2023-10-31,505
PROD000131,2023-10-31,177
PROD000132,2023-10-31,95
PROD000133,2023-10-31,629
PROD000134,2023-10-31,265
PROD000135,2023-10-31,773
PROD000136,2023-10-31,622
PROD000137,2023-10-31,547
PROD000138,2023-10-31,403
PROD000139,2023-10-31,697
PROD000140,2023-10-31,131
PROD000141,2023-10-31,646
PROD000142,2023-10-31,554
PROD000143,2023-10-31,435
PROD000144,2023-10-31,321
PROD000145,2023-10-31,645
PROD000146,2023-10-31,186
PROD000147,2023-10-31,80
PROD000148,2023-10-31,700
PROD000149,2023-10-31,616
PROD000150,2023-10-31,353
PROD000001,2023-11-30,496
PROD000002,2023-11-30,663
PROD000003,2023-11-30,27
PROD000004,2023-11-30,85
PROD000005,2023-11-30,296
PROD000006,2023-11-30,608
PROD000007,2023-11-30,636
PROD000008,2023-11-30,493
PROD000009,2023-11-30,54
PROD000010,2023-11-30,64
PROD000011,2023-11-30,695
PROD000012,2023-11-30,214
PROD000013,2023-11-30,221
PROD000014,2023-11-30,454
PROD000015,2023-11-30,104
PROD000016,2023-11-30,503
PROD000017,2023-11-30,674
PROD000018,2023-11-30,366
PROD000019,2023-11-30,593
PROD000020,2023-11-30,438
PROD000021,2023-11-30,826
PROD000022,2023-11-30,156
PROD000023,2023-11-30,664
PROD000024,2023-11-30,352
PROD000025,2023-11-30,603
PROD000026,2023-11-30,159
PROD000027,2023-11-30,223
PROD000028,2023-11-30,445
PROD000029,2023-11-30,193
PROD000030,2023-11-30,511
PROD000031,2023-11-30,608
PROD000032,2023-11-30,648
PROD000033,2023-11-30,725
PROD000034,2023-11-30,454
PROD000035,2023-11-30,517
PROD000036,2023-11-30,300
PROD000037,2023-11-30,294
PROD000038,2023-11-30,770
PROD000039,2023-11-30,605
PROD000040,2023-11-30,118
PROD000041,2023-11-30,696
PROD000042,2023-11-30,639
PROD000043,2023-11-30,768
PROD000044,2023-11-30,775
PROD000045,2023-11-30,359
PROD000046,2023-11-30,122
PROD000047,2023-11-30,270
PROD000048,2023-11-30,248
PROD000049,2023-11-30,393
PROD000050,2023-11-30,166
PROD000051,2023-11-30,52
PROD000052,2023-11-30,199
PROD000053,2023-11-30,774
PROD000054,2023-11-30,56
PROD000055,2023-11-30,559
PROD000056,2023-11-30,368
PROD000057,2023-11-30,381
PROD000058,2023-11-30,391
PROD000059,2023-11-30,718
PROD000060,2023-11-30,447
PROD000061,2023-11-30,629
PROD000062,2023-11-30,667
PROD000063,2023-11-30,277
PROD000064,2023-11-30,550
PROD000065,2023-11-30,740
PROD000066,2023-11-30,59
PROD000067,2023-11-30,632
PROD000068,2023-11-30,642
PROD000069,2023-11-30,35
PROD000070,2023-11-30,730
PROD000071,2023-11-30,955
PROD000072,2023-11-30,478
PROD000073,2023-11-30,735
PROD000074,2023-11-30,652
PROD000075,2023-11-30,335
PROD000076,2023-11-30,656
PROD000077,2023-11-30,774
PROD000078,2023-11-30,350
PROD000079,2023-11-30,694
PROD000080,2023-11-30,756
PROD000081,2023-11-30,756
PROD000082,2023-11-30,548
PROD000083,2023-11-30,179
PROD000084,2023-11-30,671
PROD000085,2023-11-30,393
PROD000086,2023-11-30,697
PROD000087,2023-11-30,108
PROD000088,2023-11-30,754
PROD000089,2023-11-30,17
PROD000090,2023-11-30,137
PROD000091,2023-11-30,705
PROD000092,2023-11-30,700
PROD000093,2023-11-30,647
PROD000094,2023-11-30,160
PROD000095,2023-11-30,582
PROD000096,2023-11-30,424
PROD000097,2023-11-30,712
PROD000098,2023-11-30,785
PROD000099,2023-11-30,127
PROD000100,2023-11-30,341
PROD000101,2023-11-30,365
PROD000102,2023-11-30,581
PROD000103,2023-11-30,209
PROD000104,2023-11-30,850
PROD000105,2023-11-30,562
PROD000106,2023-11-30,477
PROD000107,2023-11-30,271
PROD000108,2023-11-30,122
PROD000109,2023-11-30,771
PROD000110,2023-11-30,82
PROD000111,2023-11-30,591
PROD000112,2023-11-30,52
PROD000113,2023-11-30,252
PROD000114,2023-11-30,427
PROD000115,2023-11-30,21
PROD000116,2023-11-30,676
PROD000117,2023-11-30,782
PROD000118,2023-11-30,652
PROD000119,2023-11-30,278
PROD000120,2023-11-30,513
PROD000121,2023-11-30,352
PROD000122,2023-11-30,150
PROD000123,2023-11-30,216
PROD000124,2023-11-30,707
PROD000125,2023-11-30,130
PROD000126,2023-11-30,544
PROD000127,2023-11-30,421
PROD000128,2023-11-30,457
PROD000129,2023-11-30,225
PROD000130,2023-11-30,499
PROD000131,2023-11-30,175
PROD000132,2023-11-30,99
PROD000133,2023-11-30,755
PROD000134,2023-11-30,209
PROD000135,2023-11-30,768
PROD000136,2023-11-30,734
PROD000137,2023-11-30,546
PROD000138,2023-11-30,447
PROD000139,2023-11-30,688
PROD000140,2023-11-30,139
PROD000141,2023-11-30,653
PROD000142,2023-11-30,517
PROD000143,2023-11-30,438
PROD000144,2023-11-30,317
PROD000145,2023-11-30,589
PROD000146,2023-11-30,186
PROD000147,2023-11-30,83
PROD000148,2023-11-30,679
PROD000149,2023-11-30,818
PROD000150,2023-11-30,346
PROD000001,2023-12-31,492
PROD000002,2023-12-31,657
PROD000003,2023-12-31,28
PROD000004,2023-12-31,83
PROD000005,2023-12-31,432
PROD000006,2023-12-31,604
PROD000007,2023-12-31,600
PROD000008,2023-12-31,433
PROD000009,2023-12-31,48
PROD000010,2023-12-31,33
PROD000011,2023-12-31,756
PROD000012,2023-12-31,149
PROD000013,2023-12-31,290
PROD000014,2023-12-31,458
PROD000015,2023-12-31,169
PROD000016,2023-12-31,423
PROD000017,2023-12-31,668
PROD000018,2023-12-31,190
PROD000019,2023-12-31,589
PROD000020,2023-12-31,393
PROD000021,2023-12-31,719
PROD000022,2023-12-31,152
PROD000023,2023-12-31,691
PROD000024,2023-12-31,358
PROD000025,2023-12-31,611
PROD000026,2023-12-31,117
PROD000027,2023-12-31,219
PROD000028,2023-12-31,447
PROD000029,2023-12-31,315
PROD000030,2023-12-31,455
PROD000031,2023-12-31,600
PROD000032,2023-12-31,693
PROD000033,2023-12-31,728
PROD000034,2023-12-31,523
PROD000035,2023-12-31,357
PROD000036,2023-12-31,349
PROD000037,2023-12-31,121
PROD000038,2023-12-31,971
PROD000039,2023-12-31,600
PROD000040,2023-12-31,116
PROD000041,2023-12-31,697
PROD000042,2023-12-31,635
PROD000043,2023-12-31,859
PROD000044,2023-12-31,770
PROD000045,2023-12-31,355
PROD000046,2023-12-31,131
PROD000047,2023-12-31,261
PROD000048,2023-12-31,427
PROD000049,2023-12-31,542
PROD000050,2023-12-31,159
PROD000051,2023-12-31,46
PROD000052,2023-12-31,361
PROD000053,2023-12-31,781
PROD000054,2023-12-31,55
PROD000055,2023-12-31,564
PROD000056,2023-12-31,241
PROD000057,2023-12-31,505
PROD000058,2023-12-31,497
PROD000059,2023-12-31,886
PROD000060,2023-12-31,455
PROD000061,2023-12-31,478
PROD000062,2023-12-31,665
PROD000063,2023-12-31,280
PROD000064,2023-12-31,550
PROD000065,2023-12-31,849
PROD000066,2023-12-31,53
PROD000067,2023-12-31,624
PROD000068,2023-12-31,451
PROD000069,2023-12-31,22
PROD000070,2023-12-31,725
PROD000071,2023-12-31,762
PROD000072,2023-12-31,481
PROD000073,2023-12-31,744
PROD000074,2023-12-31,753
PROD000075,2023-12-31,339
PROD000076,2023-12-31,626
PROD000077,2023-12-31,779
PROD000078,2023-12-31,349
PROD000079,2023-12-31,579
PROD000080,2023-12-31,819
PROD000081,2023-12-31,913
PROD000082,2023-12-31,715
PROD000083,2023-12-31,171
PROD000084,2023-12-31,673
PROD000085,2023-12-31,436
PROD000086,2023-12-31,698
PROD000087,2023-12-31,64
PROD000088,2023-12-31,728
PROD000089,2023-12-31,18
PROD000090,2023-12-31,127
PROD000091,2023-12-31,612
PROD000092,2023-12-31,860
PROD000093,2023-12-31,631
PROD000094,2023-12-31,159
PROD000095,2023-12-31,656
PROD000096,2023-12-31,523
PROD000097,2023-12-31,719
PROD000098,2023-12-31,787
PROD000099,2023-12-31,124
PROD000100,2023-12-31,332
PROD000101,2023-12-31,374
PROD000102,2023-12-31,586
PROD000103,2023-12-31,215
PROD000104,2023-12-31,779
PROD000105,2023-12-31,562
PROD000106,2023-12-31,419
PROD000107,2023-12-31,445
PROD000108,2023-12-31,52
PROD000109,2023-12-31,774
PROD000110,2023-12-31,76
PROD000111,2023-12-31,589
PROD000112,2023-12-31,58
PROD000113,2023-12-31,438
PROD000114,2023-12-31,428
PROD000115,2023-12-31,25
PROD000116,2023-12-31,679
PROD000117,2023-12-31,782
PROD000118,2023-12-31,594
PROD000119,2023-12-31,284
PROD000120,2023-12-31,517
PROD000121,2023-12-31,353
PROD000122,2023-12-31,157
PROD000123,2023-12-31,222
PROD000124,2023-12-31,701
PROD000125,2023-12-31,129
PROD000126,2023-12-31,694
PROD000127,2023-12-31,361
PROD000128,2023-12-31,454
PROD000129,2023-12-31,224
PROD000130,2023-12-31,500
PROD000131,2023-12-31,187
PROD000132,2023-12-31,93
PROD000133,2023-12-31,736
PROD000134,2023-12-31,201
PROD000135,2023-12-31,772
PROD000136,2023-12-31,622
PROD000137,2023-12-31,545
PROD000138,2023-12-31,500
PROD000139,2023-12-31,693
PROD000140,2023-12-31,141
PROD000141,2023-12-31,655
PROD000142,2023-12-31,520
PROD000143,2023-12-31,439
PROD000144,2023-12-31,319
PROD000145,2023-12-31,585
PROD000146,2023-12-31,237
PROD000147,2023-12-31,84
PROD000148,2023-12-31,541
PROD000149,2023-12-31,715
PROD000150,2023-12-31,487
PROD000001,2024-01-31,495
PROD000002,2024-01-31,664
PROD000003,2024-01-31,26
PROD000004,2024-01-31,76
PROD000005,2024-01-31,473
PROD000006,2024-01-31,613
PROD000007,2024-01-31,594
PROD000008,2024-01-31,429
PROD000009,2024-01-31,57
PROD000010,2024-01-31,33
PROD000011,2024-01-31,698
PROD000012,2024-01-31,145
PROD000013,2024-01-31,212
PROD000014,2024-01-31,449
PROD000015,2024-01-31,111
PROD000016,2024-01-31,392
PROD000017,2024-01-31,725
PROD000018,2024-01-31,191
PROD000019,2024-01-31,589
PROD000020,2024-01-31,387
PROD000021,2024-01-31,634
PROD000022,2024-01-31,157
PROD000023,2024-01-31,838
PROD000024,2024-01-31,359
PROD000025,2024-01-31,603
PROD000026,2024-01-31,122
PROD000027,2024-01-31,225
PROD000028,2024-01-31,442
PROD000029,2024-01-31,188
PROD000030,2024-01-31,446
PROD000031,2024-01-31,603
PROD000032,2024-01-31,839
PROD000033,2024-01-31,819
PROD000034,2024-01-31,456
PROD000035,2024-01-31,366
PROD000036,2024-01-31,383
PROD000037,2024-01-31,116
PROD000038,2024-01-31,764
PROD000039,2024-01-31,659
PROD000040,2024-01-31,116
PROD000041,2024-01-31,702
PROD000042,2024-01-31,809
PROD000043,2024-01-31,676
PROD000044,2024-01-31,901
PROD000045,2024-01-31,347
PROD000046,2024-01-31,123
PROD000047,2024-01-31,256
PROD000048,2024-01-31,237
PROD000049,2024-01-31,396
PROD000050,2024-01-31,166
PROD000051,2024-01-31,140
PROD000052,2024-01-31,187
PROD000053,2024-01-31,769
PROD000054,2024-01-31,257
PROD000055,2024-01-31,555
PROD000056,2024-01-31,240
PROD000057,2024-01-31,377
PROD000058,2024-01-31,383
PROD000059,2024-01-31,707
PROD000060,2024-01-31,451
PROD000061,2024-01-31,481
PROD000062,2024-01-31,730
